Index,Order number,Tracking number,Product name,Quantity,Price,Date of order,Date of dispatch,Date delivered,Order status,Address
867,782-7400014-5820716,AMZN272969487201,fmfunctex,7,34.98,2024-11-25,2024-11-28,2024-11-29,Pending,"Sumanata B, #92, Bidyut Marg, City Urban, NamakKal, TN, 907527"
868,876-1170767-8841299,AMZN127391064801,xwqhjw,7,45.99,2024-11-25,2024-11-25,2024-12-04,Out for Delivery,"Pallabi P, #781, Bidyut Marg, City Urban, Bangalore, KA, 474640"
869,110-3991385-9642465,TBA208036925309,jam paper,8,8.99,2024-11-25,2024-11-27,2024-11-27,Delivered,"Sahana, #752, Bajirao Road, City Sub-urban, Bangalore, AP, 978713"
870,283-4911827-7050031,AMZN917026469302,fllobe,8,6.99,2024-11-25,2024-11-25,2024-11-27,Delivered,"Nikhil G, #552, S M Street, City Sub-urban, Thiruvananthapuram, KA, 325888"
871,465-4714878-7829073,TBA959482860813,brentwood,2,15.49,2024-11-25,2024-11-25,2024-12-01,Shipped,"Nikhil G, #404, Bidyut Marg, City Sub-urban, Cuttack , OD, 960400"
872,314-4307618-9019026,TBA791424325510,probrico,9,54.99,2024-11-25,2024-11-26,2024-12-02,Shipped,"Sridhar K S, #496, Bajirao Road, City Rural, Bangalore, TN, 273956"
873,707-5957494-8116679,A955112366581,liquitex,10,9.8,2024-11-25,2024-11-27,2024-12-01,Shipped,"Pallabi P, #464, Bidyut Marg, City Urban, NamakKal, OD, 997616"
874,923-9277834-3976339,TBA462197108068,tcp global,8,19.99,2024-11-25,2024-11-28,2024-11-29,Shipped,"Sahana, #82, Laad Bazaar, City Urban, Hyderabad, OD, 744113"
875,744-9139176-2857350,TBA374168222856,pure country weavers,3,49.95,2024-11-25,2024-11-25,2024-11-25,Pending,"Sumanata B, #160, Bajirao Road, City Sub-urban, NamakKal, KL, 266702"
876,973-9456799-8990001,AMZN133378616742,yaber,3,109.99,2024-11-25,2024-11-25,2024-11-25,Pending,"Radhabaran M, #248, S M Street, City Sub-urban, Hyderabad, AP, 685940"
877,144-7919899-8676463,AMZN799353966240,yottjacky,1,39.99,2024-11-25,2024-11-27,2024-12-01,Shipped,"George J, #146, S M Street, City Rural, Bangalore, OD, 276848"
878,567-5747491-1707060,A155352274741,floorpops,10,14.9,2024-11-25,2024-11-25,2024-12-01,Delivered,"George J, #871, Bidyut Marg, City Sub-urban, NamakKal, TN, 476456"
879,555-6608380-1220345,TBA540850865268,ensenior,2,104.98,2024-11-25,2024-11-25,2024-11-29,Out for Delivery,"Anshul A, #726, Bidyut Marg, City Rural, Bangalore, TN, 653183"
880,486-7905191-7761552,A874791721224,bgment,1,37.99,2024-11-25,2024-11-26,2024-12-04,Pending,"Radhabaran M, #191, Laad Bazaar, City Sub-urban, Thiruvananthapuram, KL, 581493"
881,936-1927614-9940456,TBA538794634042,crosley furniture,4,390.9,2024-11-25,2024-11-27,2024-12-05,Pending,"George J, #645, Bajirao Road, City Urban, Hyderabad, KA, 234966"
882,752-5625704-7307355,TBA396779738831,zippo,8,27.95,2024-11-25,2024-11-26,2024-12-05,Pending,"George J, #834, S M Street, City Sub-urban, NamakKal, KL, 738891"
883,580-8589204-6846975,A569276307997,go cuff,5,11.95,2024-11-25,2024-11-27,2024-12-03,Shipped,"George J, #719, Laad Bazaar, City Rural, Bangalore, OD, 341790"
884,882-3817290-5016596,A300557473959,mygift,9,69.99,2024-11-25,2024-11-26,2024-11-29,Delivered,"Nikhil G, #261,  MG Road, City Rural, Cuttack , TN, 959191"
885,438-3642814-3944387,A995023403116,sulyn,3,5.41,2024-11-25,2024-11-27,2024-12-01,Shipped,"Radhabaran M, #371, Laad Bazaar, City Urban, Cuttack , AP, 497095"
886,725-7237037-4064471,TBA249610379378,champion,10,26.74,2024-11-25,2024-11-28,2024-11-27,Shipped,"Shantanu D, #458, Bidyut Marg, City Rural, Thiruvananthapuram, TN, 608147"
887,680-9998331-1581181,A556858230764,new balance,8,87.99,2024-11-25,2024-11-27,2024-11-26,Pending,"Anshul A, #202, S M Street, City Urban, Hyderabad, AP, 520238"
888,148-8969097-9257187,AMZN773591388206,adidas originals,6,35.62,2024-11-25,2024-11-25,2024-12-05,Cancelled,"George J, #12, S M Street, City Urban, Hyderabad, KA, 722848"
889,927-5004527-8732192,AMZN120407521959,lee,3,20.99,2024-11-25,2024-11-27,2024-11-28,Cancelled,"Nikhil G, #970,  MG Road, City Rural, Hyderabad, OD, 797255"
890,405-3995734-8539422,AMZN803519710007,tumovo,9,7.99,2024-11-25,2024-11-28,2024-12-02,Delivered,"Sumanata B, #802,  MG Road, City Urban, Bangalore, OD, 288516"
891,933-6830784-5134313,A290425258686,keen,4,64.75,2024-11-25,2024-11-26,2024-11-28,Shipped,"Shantanu D, #457, Bidyut Marg, City Rural, NamakKal, KA, 467097"
892,322-9325020-1075337,A837971389904,closetmaid,8,64.7,2024-11-25,2024-11-28,2024-12-05,Out for Delivery,"Anshul A, #81, S M Street, City Sub-urban, Hyderabad, OD, 266558"
893,688-8276246-9490880,AMZN904409685570,amprobe,5,55.5,2024-11-25,2024-11-26,2024-12-04,Out for Delivery,"Sridhar K S, #543, Laad Bazaar, City Urban, Bangalore, KA, 821008"
894,844-3910242-9915457,A357200626498,kmc,9,9.49,2024-11-25,2024-11-28,2024-12-05,Out for Delivery,"Pallabi P, #549,  MG Road, City Sub-urban, NamakKal, TN, 930622"
895,239-6381538-8891805,TBA263884041219,classic accessories,2,26.19,2024-11-25,2024-11-27,2024-11-28,Shipped,"Anshul A, #809,  MG Road, City Sub-urban, Cuttack , TN, 848685"
896,728-9587057-8100481,AMZN205652510517,pioneer,2,123.4,2024-11-25,2024-11-26,2024-12-04,Delivered,"George J, #443, S M Street, City Sub-urban, Bangalore, OD, 569378"
897,595-6931256-9506474,AMZN267983869456,new balance,6,57.22,2024-11-25,2024-11-27,2024-12-04,Pending,"Anshul A, #954, Bajirao Road, City Sub-urban, Thiruvananthapuram, AP, 889870"
898,209-1563469-7482140,AMZN633032159984,qlvily,5,17.99,2024-11-25,2024-11-26,2024-12-04,Shipped,"Sumanata B, #145, Bajirao Road, City Urban, Cuttack , KA, 519890"
899,543-7823404-5520454,AMZN108189044586,irwin,3,14.98,2024-11-25,2024-11-27,2024-11-25,Out for Delivery,"Sahana, #236, Bajirao Road, City Urban, Bangalore, KA, 375640"
900,855-4804826-7147995,A326451574153,wyox,5,17.99,2024-11-25,2024-11-28,2024-12-02,Cancelled,"Sahana, #963, Laad Bazaar, City Sub-urban, Bangalore, TN, 133926"
901,397-6820522-2872213,AMZN668644761451,black rhino,1,19.99,2024-11-25,2024-11-28,2024-12-03,Shipped,"Radhabaran M, #792, Laad Bazaar, City Sub-urban, Hyderabad, OD, 219582"
902,557-9828889-3750857,AMZN630176795743,undercover,3,969.0,2024-11-25,2024-11-28,2024-11-26,Delivered,"Sridhar K S, #555, Bidyut Marg, City Rural, NamakKal, TN, 255201"
903,467-3298955-5663973,A396220564714,dumos,9,69.99,2024-11-25,2024-11-25,2024-11-28,Shipped,"Pallabi P, #121,  MG Road, City Urban, Hyderabad, KL, 733405"
904,524-6469352-9839857,AMZN688708725479,jayefo,10,139.99,2024-11-25,2024-11-27,2024-11-27,Cancelled,"Nikhil G, #512, Bidyut Marg, City Sub-urban, NamakKal, TN, 870550"
905,645-1065843-1414141,TBA931605325850,boao,5,7.99,2024-11-25,2024-11-26,2024-12-03,Out for Delivery,"Sridhar K S, #348,  MG Road, City Urban, Bangalore, KL, 510710"
906,455-7929291-2261033,AMZN446719512103,kodiak furniture,3,555.54,2024-11-25,2024-11-27,2024-11-28,Out for Delivery,"Nikhil G, #243, Laad Bazaar, City Rural, NamakKal, OD, 161934"
907,896-3017680-1354202,AMZN730026653455,vevor,5,179.99,2024-11-25,2024-11-26,2024-11-30,Out for Delivery,"Nikhil G, #499, Laad Bazaar, City Sub-urban, Hyderabad, KL, 573512"
908,895-8065047-7603201,TBA198814545857,hemobllo,2,32.49,2024-11-25,2024-11-28,2024-12-05,Cancelled,"Sridhar K S, #662, Bajirao Road, City Rural, Thiruvananthapuram, OD, 822628"
909,729-7533354-3692814,A889611068751,phf,7,47.99,2024-11-25,2024-11-25,2024-12-03,Shipped,"Shantanu D, #200, S M Street, City Sub-urban, Hyderabad, AP, 595959"
910,245-4019519-3214640,A694330455382,grohe,6,68.9,2024-11-25,2024-11-27,2024-12-04,Cancelled,"Sridhar K S, #963, S M Street, City Urban, Cuttack , TN, 895249"
911,920-4814710-1006141,TBA889549425749,primpins,3,19.99,2024-11-25,2024-11-28,2024-11-26,Delivered,"Anshul A, #637,  MG Road, City Rural, Cuttack , AP, 450583"
912,829-2576417-4246133,AMZN671022096133,kohler,2,27.92,2024-11-25,2024-11-26,2024-11-27,Shipped,"George J, #998,  MG Road, City Sub-urban, Bangalore, OD, 704670"
913,152-8233800-3448520,A821766292219,alex evenings womens dresses,1,212.88,2024-11-25,2024-11-26,2024-11-27,Out for Delivery,"Pallabi P, #734, Bidyut Marg, City Sub-urban, Hyderabad, AP, 729354"
914,731-6452049-1382101,AMZN908723996270,wetike,10,33.29,2024-11-25,2024-11-27,2024-11-30,Out for Delivery,"Sumanata B, #60,  MG Road, City Sub-urban, Bangalore, KL, 715656"
915,788-3333635-6045215,A829101232400,uorme,4,13.99,2024-11-25,2024-11-28,2024-11-26,Shipped,"Sahana, #884, S M Street, City Sub-urban, Hyderabad, KA, 887481"
916,107-7025163-7880008,AMZN230752897903,native union,5,29.99,2024-11-25,2024-11-28,2024-11-28,Pending,"George J, #458, S M Street, City Rural, NamakKal, AP, 545723"
917,974-2071174-2363921,A419656800688,power theory,9,15.95,2024-11-25,2024-11-27,2024-11-30,Delivered,"Sumanata B, #157, Bidyut Marg, City Sub-urban, Cuttack , AP, 603433"
918,567-8243714-5989313,A396851190675,accusize industrial tools,3,368.0,2024-11-25,2024-11-28,2024-12-05,Shipped,"Radhabaran M, #905, Bidyut Marg, City Rural, Thiruvananthapuram, KL, 944442"
919,459-1090508-1545891,AMZN537278137015,ringside,6,48.49,2024-11-25,2024-11-25,2024-12-04,Delivered,"Radhabaran M, #203, Bidyut Marg, City Urban, NamakKal, AP, 794308"
920,456-2405859-1095232,A302470693844,rubbermaid commercial products,10,142.0,2024-11-25,2024-11-27,2024-11-30,Shipped,"George J, #917,  MG Road, City Urban, Hyderabad, TN, 131428"
921,154-7665664-2703252,TBA811517715199,alps mountaineering,6,59.99,2024-11-25,2024-11-27,2024-12-01,Out for Delivery,"Nikhil G, #984, Laad Bazaar, City Sub-urban, Thiruvananthapuram, KA, 724383"
922,229-5363394-5966569,A115825374719,puma,5,30.0,2024-11-25,2024-11-28,2024-11-29,Delivered,"Pallabi P, #429, Bajirao Road, City Rural, Thiruvananthapuram, AP, 578927"
923,574-4265443-6589092,A921022398229,coco reef,8,58.8,2024-11-25,2024-11-25,2024-12-03,Delivered,"Nikhil G, #307, Bidyut Marg, City Urban, Cuttack , KL, 737881"
924,235-8603142-2286659,AMZN470199961816,genorth,3,23.99,2024-11-25,2024-11-26,2024-11-25,Out for Delivery,"Sumanata B, #713, S M Street, City Rural, NamakKal, AP, 235148"
925,838-3705996-5451544,A802544686256,bugani,8,69.99,2024-11-25,2024-11-26,2024-12-03,Out for Delivery,"Radhabaran M, #97,  MG Road, City Rural, Thiruvananthapuram, KA, 356887"
926,574-2430336-2717501,AMZN800784772196,onetigris,9,23.98,2024-11-25,2024-11-25,2024-11-25,Shipped,"Sahana, #142, S M Street, City Sub-urban, Cuttack , KL, 550013"
927,740-9240847-6603125,AMZN233060305422,bosch,1,5.99,2024-11-25,2024-11-25,2024-11-26,Pending,"Radhabaran M, #677,  MG Road, City Rural, Hyderabad, OD, 911105"
928,366-1647775-8111224,A991882305713,aumtisc,10,27.99,2024-11-25,2024-11-26,2024-11-26,Delivered,"Sridhar K S, #349, Bidyut Marg, City Rural, Hyderabad, KA, 947745"
929,353-2923944-6609655,TBA276132782388,electronic arts,9,17.26,2024-11-25,2024-11-26,2024-12-05,Out for Delivery,"Sahana, #955, S M Street, City Sub-urban, NamakKal, AP, 758144"
930,834-2404295-6575067,AMZN215807593218,bag balm,7,8.49,2024-11-25,2024-11-27,2024-11-29,Delivered,"George J, #518, Bidyut Marg, City Rural, Bangalore, OD, 794108"
931,621-4148733-1406497,AMZN306338185399,lands end,4,44.96,2024-11-25,2024-11-27,2024-12-04,Out for Delivery,"Sumanata B, #904, Laad Bazaar, City Urban, Hyderabad, KA, 576885"
932,538-7392517-5084556,A228197492472,nat habit,6,179.0,2024-11-25,2024-11-26,2024-11-27,Shipped,"Sridhar K S, #583,  MG Road, City Sub-urban, NamakKal, KA, 707282"
933,883-7224756-8027259,A148480387919,garden of life,1,10.49,2024-11-25,2024-11-27,2024-12-05,Delivered,"Sahana, #336, Bajirao Road, City Sub-urban, Thiruvananthapuram, KL, 833567"
934,233-9703554-9161198,TBA912674678141,mybagzing,9,24.99,2024-11-25,2024-11-26,2024-11-30,Pending,"Nikhil G, #249, S M Street, City Rural, Cuttack , KL, 631627"
935,551-7157098-7342051,A221063133510,dritz,8,6.75,2024-11-25,2024-11-26,2024-11-25,Pending,"Shantanu D, #669,  MG Road, City Urban, Thiruvananthapuram, KL, 995807"
936,662-5020551-2338993,AMZN221469928835,siblymona,7,9.99,2024-11-25,2024-11-27,2024-11-29,Shipped,"Sahana, #298, S M Street, City Urban, Hyderabad, TN, 701165"
937,413-9024336-6041752,AMZN640973321129,pagisofe,7,22.99,2024-11-25,2024-11-28,2024-12-04,Delivered,"Shantanu D, #760,  MG Road, City Urban, Bangalore, KL, 330242"
938,111-6307249-4408791,TBA543818093944,ataglance,2,6.33,2024-11-25,2024-11-26,2024-12-04,Pending,"Radhabaran M, #593, Bajirao Road, City Rural, Thiruvananthapuram, TN, 371242"
939,394-9895492-7107963,TBA416884971696,gedore,6,22.07,2024-11-25,2024-11-26,2024-12-05,Cancelled,"Radhabaran M, #212, Bajirao Road, City Sub-urban, Bangalore, AP, 798358"
940,974-6795859-9933626,AMZN647355743148,bublo baby,2,7.99,2024-11-25,2024-11-25,2024-11-29,Delivered,"George J, #267, Bajirao Road, City Urban, Hyderabad, OD, 641162"
941,210-6485640-9732378,AMZN961809736947,sumind,5,21.99,2024-11-25,2024-11-25,2024-12-01,Pending,"Anshul A, #342,  MG Road, City Urban, Cuttack , AP, 145171"
942,303-1111793-1870035,AMZN509095257502,wacoal,7,23.42,2024-11-25,2024-11-28,2024-12-02,Pending,"Shantanu D, #375, Laad Bazaar, City Urban, Thiruvananthapuram, KA, 214306"
943,868-4577999-6332433,TBA518000635263,mustaches,8,29.99,2024-11-25,2024-11-28,2024-11-30,Pending,"Sumanata B, #98, S M Street, City Sub-urban, Hyderabad, AP, 925668"
944,492-4330203-3047956,A883247098204,allstar innovations,9,24.99,2024-11-25,2024-11-26,2024-11-25,Pending,"Sumanata B, #436, Laad Bazaar, City Urban, Bangalore, TN, 296284"
945,706-2950822-6145749,TBA311441306655,ltinist,10,22.99,2024-11-25,2024-11-28,2024-11-27,Delivered,"George J, #824, Bidyut Marg, City Rural, NamakKal, TN, 106438"
946,929-3153407-3993229,TBA905336852930,under armour,8,19.3,2024-11-25,2024-11-28,2024-11-30,Delivered,"Anshul A, #297, Bajirao Road, City Rural, Bangalore, TN, 681295"
947,684-2148217-4957528,A136157825742,light flight,7,21.99,2024-11-25,2024-11-28,2024-11-25,Delivered,"George J, #2,  MG Road, City Rural, Cuttack , KL, 453065"
948,979-1791622-9883529,AMZN789326102251,zeerkeer,4,66.98,2024-11-25,2024-11-28,2024-11-26,Delivered,"Anshul A, #828, Bidyut Marg, City Sub-urban, Thiruvananthapuram, KA, 157099"
949,340-9357531-5718435,A186044941614,arteza,10,26.99,2024-11-25,2024-11-27,2024-11-29,Cancelled,"Anshul A, #542,  MG Road, City Rural, Hyderabad, KL, 685477"
950,514-3611622-6299013,A943126666851,kobo,1,189.99,2024-11-25,2024-11-27,2024-11-29,Cancelled,"Sahana, #881,  MG Road, City Urban, Cuttack , TN, 656049"
951,990-5075997-1361100,AMZN660605610266,jueison,1,7.99,2024-11-25,2024-11-25,2024-11-29,Out for Delivery,"Sumanata B, #522,  MG Road, City Sub-urban, Hyderabad, KL, 918410"
952,123-1682374-6630031,TBA753611329245,barn eleven,10,19.99,2024-11-25,2024-11-25,2024-11-27,Out for Delivery,"Nikhil G, #491, S M Street, City Sub-urban, Hyderabad, KL, 291574"
953,122-3521640-8803708,AMZN493691031762,honeywell safety products usa,1,29.61,2024-11-25,2024-11-26,2024-12-03,Pending,"Nikhil G, #931, Bidyut Marg, City Sub-urban, NamakKal, OD, 137904"
954,990-2132619-5873450,A608879969438,groupe seb,1,179.95,2024-11-25,2024-11-26,2024-12-01,Shipped,"Shantanu D, #734, Bidyut Marg, City Rural, NamakKal, KL, 193795"
955,978-1632045-8941088,AMZN858166795147,naiveer,10,215.99,2024-11-25,2024-11-25,2024-12-04,Out for Delivery,"Anshul A, #28, S M Street, City Urban, Thiruvananthapuram, AP, 197097"
956,244-9572536-1890518,A950526426747,honghao,5,4.99,2024-11-25,2024-11-28,2024-11-27,Pending,"Nikhil G, #698, Bidyut Marg, City Sub-urban, Thiruvananthapuram, TN, 752265"
957,534-5906120-3217118,AMZN347992574695,nordic pure,10,26.95,2024-11-25,2024-11-25,2024-11-30,Delivered,"Nikhil G, #583, S M Street, City Sub-urban, Bangalore, TN, 383930"
958,760-3627231-5399452,AMZN404396405264,vesgantti,10,199.98,2024-11-25,2024-11-28,2024-11-28,Out for Delivery,"Sridhar K S, #454, S M Street, City Rural, Cuttack , KL, 880976"
959,248-8451767-7750183,TBA737431940638,bare home,2,89.99,2024-11-25,2024-11-27,2024-12-02,Out for Delivery,"Shantanu D, #812, Bajirao Road, City Urban, Hyderabad, KL, 560722"
960,824-3778873-1402903,AMZN563243267262,yesall,5,119.99,2024-11-25,2024-11-26,2024-11-29,Cancelled,"George J, #898, Bajirao Road, City Urban, Cuttack , TN, 708023"
961,161-5937430-5013373,A589320994627,soledi,10,31.98,2024-11-25,2024-11-26,2024-12-03,Pending,"Pallabi P, #875,  MG Road, City Rural, Hyderabad, OD, 819117"
962,605-4640766-4865068,TBA988573726216,hlcme,1,29.99,2024-11-25,2024-11-27,2024-11-28,Cancelled,"Sahana, #909, Laad Bazaar, City Rural, Thiruvananthapuram, KL, 161395"
963,536-1508122-5932419,AMZN715202536480,avery,9,37.87,2024-11-25,2024-11-26,2024-12-04,Delivered,"Anshul A, #712, Bidyut Marg, City Urban, Hyderabad, TN, 861248"
964,207-3444491-2255696,TBA217963430345,huk,5,37.09,2024-11-25,2024-11-27,2024-11-29,Out for Delivery,"Sahana, #902, S M Street, City Rural, Cuttack , AP, 895921"
965,550-5140733-3678203,TBA326743505184,eurmax,2,14.39,2024-11-25,2024-11-26,2024-12-04,Shipped,"Nikhil G, #577, Bajirao Road, City Urban, Thiruvananthapuram, TN, 131119"
966,548-6922677-6405757,A694685480423,mudder,10,13.99,2024-11-25,2024-11-28,2024-12-05,Shipped,"Radhabaran M, #803, Bajirao Road, City Sub-urban, Hyderabad, AP, 683993"
967,871-9520039-1294494,A659469129499,bdk,6,23.9,2024-11-25,2024-11-26,2024-11-26,Cancelled,"Sahana, #815, S M Street, City Sub-urban, Cuttack , KL, 769243"
968,781-4564604-9632891,A120281991440,knipex,7,413.31,2024-11-25,2024-11-27,2024-12-05,Pending,"Sridhar K S, #791,  MG Road, City Urban, NamakKal, TN, 658869"
969,433-6797123-5579997,A301455959291,natural factors,9,23.07,2024-11-25,2024-11-27,2024-12-01,Shipped,"Sridhar K S, #707, Laad Bazaar, City Sub-urban, Thiruvananthapuram, OD, 790161"
970,941-7429641-4437887,TBA345096346331,wurawus,4,17.99,2024-11-25,2024-11-27,2024-12-01,Shipped,"Sahana, #112, Bidyut Marg, City Sub-urban, Hyderabad, KL, 712618"
971,559-3387923-6390998,TBA690049103776,gowithwind,2,12.95,2024-11-25,2024-11-28,2024-11-28,Shipped,"Sahana, #900, Bajirao Road, City Urban, Bangalore, TN, 429289"
972,468-9149432-3375690,TBA240750668591,rustoleum,6,10.08,2024-11-25,2024-11-27,2024-12-05,Pending,"Sahana, #785, Bajirao Road, City Sub-urban, Thiruvananthapuram, OD, 109464"
973,627-8419650-1864443,A159168536048,knipex,4,44.99,2024-11-25,2024-11-27,2024-11-25,Pending,"Sahana, #221, Bidyut Marg, City Urban, Cuttack , OD, 786021"
974,145-7300698-3114951,AMZN474813059252,duralex,2,21.58,2024-11-25,2024-11-27,2024-12-01,Delivered,"Anshul A, #944, Laad Bazaar, City Sub-urban, Cuttack , OD, 315008"
975,854-1658437-3650376,AMZN838273211043,irwin,7,9.81,2024-11-25,2024-11-27,2024-11-29,Cancelled,"George J, #106,  MG Road, City Rural, Thiruvananthapuram, AP, 169604"
976,345-8002979-2391397,AMZN108683822967,euro tool,8,18.49,2024-11-25,2024-11-25,2024-11-26,Cancelled,"Pallabi P, #757, S M Street, City Rural, Hyderabad, OD, 231129"
977,570-8919538-3913010,TBA525274908405,fblfobeli,2,14.99,2024-11-25,2024-11-28,2024-11-28,Pending,"George J, #379, Bajirao Road, City Sub-urban, NamakKal, KL, 322528"
978,606-5617875-4995222,TBA704667926576,biden,5,23.99,2024-11-25,2024-11-25,2024-12-03,Delivered,"Nikhil G, #89,  MG Road, City Sub-urban, Bangalore, AP, 578844"
979,825-4079902-7181812,TBA593090221388,puroflo,8,299.99,2024-11-25,2024-11-25,2024-12-05,Delivered,"Sahana, #567, S M Street, City Urban, Bangalore, TN, 889956"
980,291-8181743-3384090,TBA279383718300,kirkas,5,56.99,2024-11-25,2024-11-26,2024-12-04,Shipped,"Radhabaran M, #966,  MG Road, City Rural, Cuttack , AP, 708190"
981,296-2585291-8341619,TBA165594925303,koakomi,7,17.99,2024-11-25,2024-11-27,2024-12-01,Delivered,"Sumanata B, #638, Laad Bazaar, City Rural, Thiruvananthapuram, OD, 274200"
982,579-4526212-4773701,TBA862388292197,wonesifee,9,15.98,2024-11-25,2024-11-25,2024-11-26,Pending,"Anshul A, #869, Bidyut Marg, City Rural, Thiruvananthapuram, KA, 146034"
983,518-6513167-3569209,AMZN610271613287,skechers,9,70.0,2024-11-25,2024-11-27,2024-11-29,Shipped,"Shantanu D, #596, S M Street, City Rural, NamakKal, KA, 702953"
984,401-6646129-1207035,AMZN374703156633,spoontiques,3,9.76,2024-11-25,2024-11-27,2024-11-29,Pending,"Sridhar K S, #590, S M Street, City Sub-urban, Hyderabad, AP, 278303"
985,333-4692463-5326206,AMZN239799200692,igrow,5,453.99,2024-11-25,2024-11-27,2024-12-03,Out for Delivery,"George J, #593, S M Street, City Sub-urban, Bangalore, KL, 935178"
986,427-1844665-3298700,AMZN450054105159,loyanyy,1,13.99,2024-11-25,2024-11-25,2024-12-05,Shipped,"Shantanu D, #84,  MG Road, City Rural, Hyderabad, TN, 681776"
987,265-5964385-4415009,TBA164989329491,sole,7,55.0,2024-11-25,2024-11-28,2024-11-29,Out for Delivery,"Nikhil G, #609, S M Street, City Sub-urban, Thiruvananthapuram, TN, 462534"
988,315-9623488-7062270,TBA579814545714,honest,4,6.49,2024-11-25,2024-11-28,2024-12-03,Out for Delivery,"Pallabi P, #169,  MG Road, City Rural, Cuttack , AP, 798434"
989,524-9732761-3925253,A315075855450,bfjlife,3,14.99,2024-11-25,2024-11-27,2024-11-29,Pending,"Shantanu D, #852,  MG Road, City Sub-urban, Bangalore, KL, 437836"
990,330-7443241-5030252,TBA936137786480,fintie,3,13.99,2024-11-25,2024-11-26,2024-12-02,Cancelled,"George J, #265, S M Street, City Urban, Cuttack , TN, 258404"
991,175-4552233-8159415,TBA418472622638,powerbuilt,3,23.62,2024-11-25,2024-11-25,2024-11-30,Cancelled,"George J, #869, Bidyut Marg, City Urban, NamakKal, AP, 176305"
992,373-7230904-2355445,AMZN435469253762,zak designs,2,17.32,2024-11-25,2024-11-28,2024-12-03,Delivered,"Radhabaran M, #883, Bidyut Marg, City Sub-urban, Hyderabad, TN, 932316"
993,855-4788722-2324619,A901885809263,velcro brand,10,12.03,2024-11-25,2024-11-27,2024-12-05,Pending,"Sridhar K S, #789, Bajirao Road, City Urban, Bangalore, OD, 191288"
994,878-3376225-3173615,TBA852169302427,weruva,5,54.96,2024-11-25,2024-11-28,2024-12-05,Cancelled,"Sahana, #673, Bajirao Road, City Sub-urban, Bangalore, AP, 998065"
995,556-3549254-2549399,TBA664497430110,asics,1,99.95,2024-11-25,2024-11-27,2024-11-25,Out for Delivery,"Nikhil G, #962, Laad Bazaar, City Urban, Thiruvananthapuram, TN, 576694"
996,930-4725963-8807155,AMZN876999613872,madison park,5,111.99,2024-11-25,2024-11-28,2024-11-28,Cancelled,"Sumanata B, #386, S M Street, City Sub-urban, NamakKal, KA, 326492"
997,587-6634667-7853929,A926051957267,bic,9,9.99,2024-11-25,2024-11-26,2024-12-02,Cancelled,"Sridhar K S, #471, Laad Bazaar, City Urban, NamakKal, AP, 323932"
998,176-2659721-1170750,AMZN255753142020,elmers,10,13.98,2024-11-25,2024-11-25,2024-11-25,Cancelled,"Shantanu D, #942,  MG Road, City Sub-urban, Bangalore, KA, 371967"
999,720-3719388-1011809,A533152185008,homek,10,39.95,2024-11-25,2024-11-25,2024-11-29,Out for Delivery,"Shantanu D, #157, Bidyut Marg, City Rural, Cuttack , TN, 235915"
1000,879-3063428-1617042,TBA934855678607,bavilk,10,16.49,2024-11-25,2024-11-27,2024-12-01,Pending,"Sumanata B, #69,  MG Road, City Urban, NamakKal, OD, 232977"
